id_cliente,Recency,Frequency,Monetary,Age,R_decil,F_decil,M_decil,A_decil,R_range,F_range,M_range,A_range,Segmento,cpf,cnpj,nome,email,telefone
626.0,1951.0,1.0,230.0,1951.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,32415654833,,Dr. Luiz Otávio Araújo,cavalcanticaleb@example.org,+55 (061) 8774 4780
632.0,867.0,4.0,1015.0,1946.0,6,2,9,10,812.0-995.0,2.0-23.0,750.0-1155.0,1696.0-2072.0,Inativos,58396578249,,Arthur Gabriel Gonçalves,baragao@example.com,+55 (071) 5452-4867
633.0,1946.0,1.0,500.0,1946.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,07549030790,,Pietro da Mata,fernandesana-laura@example.com,+55 31 3500-7483
635.0,1892.0,1.0,50.0,1892.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,81468040200,,Ana Cecília Moura,theodoro92@example.com,+55 (061) 9913-1392
637.0,1946.0,1.0,200.0,1946.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,76449564253,,Giovanna Rios,pachecolunna@example.org,+55 (071) 6326 4237
638.0,1946.0,1.0,350.0,1946.0,1,1,5,10,1666.0-2072.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,61100498249,,Gabriela Guerra,duarteayla@example.org,+55 (021) 1479-3729
640.0,876.0,4.0,800.0,1946.0,6,2,9,10,812.0-995.0,2.0-23.0,750.0-1155.0,1696.0-2072.0,Inativos,01188821202,,Sra. Olivia Alves,isabelly73@example.org,(051) 9572-7016
641.0,940.0,1.0,255.0,940.0,6,1,3,5,812.0-995.0,1.0-2.0,230.0-270.0,938.0-1069.0,Inativos,79365523249,,Allana da Mata,maria-clarada-rocha@example.org,71 1895-0308
644.0,1946.0,1.0,200.0,1946.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,01107634245,,Dra. Ester Pereira,rebecapires@example.net,+55 (041) 2400 0926
648.0,1946.0,1.0,150.0,1946.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,,,Maria Rocha,zda-cruz@example.org,(031) 4619-4321
652.0,1946.0,1.0,330.0,1946.0,1,1,5,10,1666.0-2072.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,98425269253,,Melina da Cruz,almeidaraul@example.org,0900-773-9305
654.0,1946.0,1.0,120.0,1946.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,63430029287,,Francisco Freitas,aalbuquerque@example.net,+55 31 4092-6783
655.0,693.0,1.0,314.9,693.0,7,1,5,3,572.6-812.0,1.0-2.0,310.0-380.0,450.4-705.0,Sumidos,67004830268,,Isabela Nunes,leaobreno@example.net,(071) 8974 8181
657.0,1942.0,1.0,150.0,1942.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,72507519215,,Agatha Viana,ucunha@example.net,21 0611 8228
661.0,1945.0,1.0,405.0,1945.0,1,1,6,10,1666.0-2072.0,1.0-2.0,380.0-450.0,1696.0-2072.0,Inativos,59259310253,,Arthur Montenegro,cavalcantiisabela@example.org,+55 31 4778-1308
678.0,1941.0,1.0,180.0,1941.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,94174121249,,Luiz Otávio Sales,enzo-gabriel94@example.org,(021) 8858 9403
679.0,1938.0,1.0,400.0,1938.0,1,1,6,10,1666.0-2072.0,1.0-2.0,380.0-450.0,1696.0-2072.0,Inativos,03272114238,,Maya Borges,borgesesther@example.com,+55 41 3740-0066
681.0,1940.0,1.0,700.0,1940.0,1,1,8,10,1666.0-2072.0,1.0-2.0,580.0-750.0,1696.0-2072.0,Inativos,85296228200,,Dr. João Lucas Ferreira,kcunha@example.org,21 8559-5421
686.0,1937.0,1.0,250.0,1937.0,1,1,3,10,1666.0-2072.0,1.0-2.0,230.0-270.0,1696.0-2072.0,Inativos,51472422287,,Srta. Yasmin Siqueira,hbarbosa@example.com,84 2423-9322
688.0,86.0,3.0,2030.0,1910.0,10,2,10,10,0.0-201.0,2.0-23.0,1155.0-15000.0,1696.0-2072.0,Campeões,91391202287,,Sabrina Marques,da-motalavinia@example.org,+55 (084) 5762-1666
689.0,1939.0,1.0,400.0,1939.0,1,1,6,10,1666.0-2072.0,1.0-2.0,380.0-450.0,1696.0-2072.0,Inativos,53764390204,,Rhavi Sá,valentimpacheco@example.com,+55 (051) 1307 0568
702.0,1699.0,2.0,480.0,1935.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,91581486200,,Júlia Silva,ana-clara09@example.org,11 9484 8323
704.0,1935.0,1.0,120.0,1935.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,13538292272,,Dra. Isabella Mendes,nramos@example.com,+55 41 5673 1955
705.0,1935.0,1.0,120.0,1935.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,97981931215,,Ana Júlia Araújo,pachecobreno@example.com,+55 (031) 6329 8138
706.0,1931.0,1.0,330.0,1931.0,1,1,5,10,1666.0-2072.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,04472821400,,Rafael Guerra,guerrastella@example.com,(051) 7740 9138
708.0,1100.0,2.0,800.0,1928.0,5,1,9,10,995.0-1111.0,1.0-2.0,750.0-1155.0,1696.0-2072.0,Inativos,84019190291,,Ana Sophia Mendonça,benjamim32@example.com,21 7538-5579
709.0,1934.0,1.0,150.0,1934.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,57961816291,,Gael Nogueira,hpimenta@example.com,+55 51 8634 4631
710.0,1934.0,1.0,350.0,1934.0,1,1,5,10,1666.0-2072.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,58248129268,,Benício da Cruz,alexia48@example.com,+55 (061) 9637-1622
712.0,1756.0,2.0,490.0,1934.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,92813720291,,Jade Mendonça,macedomarcela@example.org,(011) 9885-8002
713.0,1934.0,1.0,190.0,1934.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,03544672200,,Dra. Luana Gomes,cecilia17@example.com,0900-804-9740
717.0,1933.0,1.0,190.0,1933.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,03435594209,,Rebeca Novais,ada-cruz@example.com,+55 61 1196 6705
718.0,1167.0,2.0,305.0,1933.0,4,1,4,10,1111.0-1248.0,1.0-2.0,270.0-310.0,1696.0-2072.0,Inativos,02183888296,,Leandro Vasconcelos,qsiqueira@example.org,81 1442-8608
720.0,1931.0,1.0,100.0,1931.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,33265577449,,Hellena Macedo,abreualexia@example.com,84 7442 0664
721.0,1932.0,1.0,300.0,1932.0,1,1,4,10,1666.0-2072.0,1.0-2.0,270.0-310.0,1696.0-2072.0,Inativos,88735958200,,Ana Vitória Porto,melissaoliveira@example.com,+55 84 7101-2571
722.0,1932.0,1.0,434.0,1932.0,1,1,6,10,1666.0-2072.0,1.0-2.0,380.0-450.0,1696.0-2072.0,Inativos,86312707253,,João Vitor da Cunha,maria-isismelo@example.net,+55 (041) 4938-5699
723.0,1144.0,2.0,330.0,1932.0,4,1,5,10,1111.0-1248.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,80781420210,,José Pedro Aragão,luizalopes@example.net,(041) 4331 6056
724.0,1931.0,1.0,120.0,1931.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,03267473209,,Pedro Lucas Rezende,portoluiza@example.net,+55 11 9281-1473
726.0,1930.0,1.0,600.0,1930.0,1,1,8,10,1666.0-2072.0,1.0-2.0,580.0-750.0,1696.0-2072.0,Inativos,81730497268,,José Correia,rdas-neves@example.com,84 1950 0513
728.0,1930.0,1.0,120.0,1930.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,50869167200,,Rhavi da Cruz,salesheloisa@example.org,+55 11 5462-4983
729.0,1929.0,1.0,480.0,1929.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,02893694284,,Vinicius Oliveira,diegocastro@example.org,+55 (021) 0379 5079
731.0,1928.0,1.0,120.0,1928.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,95545964215,,Maria Sophia Pereira,da-cunhaluigi@example.org,+55 (051) 6431 8373
732.0,1928.0,1.0,120.0,1928.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,52174735253,,Sr. Erick Lima,lucasda-paz@example.org,0500 798 4608
733.0,1918.0,2.0,470.0,1928.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,98744135220,,Dra. Alícia Martins,paulo67@example.net,+55 (051) 5357 0454
734.0,1927.0,1.0,400.0,1927.0,1,1,6,10,1666.0-2072.0,1.0-2.0,380.0-450.0,1696.0-2072.0,Inativos,60387971220,,Melissa Guerra,anthony63@example.org,11 4291-0290
735.0,1352.0,2.0,680.0,1926.0,3,1,8,10,1248.0-1415.0,1.0-2.0,580.0-750.0,1696.0-2072.0,Inativos,60473126249,,Sra. Alana Dias,jesuscaleb@example.net,+55 31 8616 7128
738.0,1925.0,2.0,330.0,1925.0,1,1,5,10,1666.0-2072.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,47318805215,,João Felipe Caldeira,da-cruzstephany@example.net,61 8988 7046
739.0,911.0,4.0,829.9,1918.0,6,2,9,10,812.0-995.0,2.0-23.0,750.0-1155.0,1696.0-2072.0,Inativos,69850453249,,Dra. Zoe Pacheco,xcostela@example.org,+55 84 4573 5488
740.0,1925.0,1.0,230.0,1925.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,57646597287,,Aylla da Paz,sabrinaalmeida@example.com,(071) 8012-9288
741.0,993.0,3.0,835.0,1924.0,6,2,9,10,812.0-995.0,2.0-23.0,750.0-1155.0,1696.0-2072.0,Inativos,04330146282,,Vinicius Aparecida,urodrigues@example.com,+55 (084) 6663-8432
742.0,1925.0,1.0,200.0,1925.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,03240321297,,Bella Mendes,mariananovaes@example.com,(071) 7394-9043
744.0,1924.0,2.0,1200.0,1924.0,1,1,10,10,1666.0-2072.0,1.0-2.0,1155.0-15000.0,1696.0-2072.0,Inativos,51523787287,,Juliana Vargas,lrocha@example.com,(071) 1522 9329
745.0,1725.0,4.0,900.0,1921.0,1,2,9,10,1666.0-2072.0,2.0-23.0,750.0-1155.0,1696.0-2072.0,Inativos,84116560200,,Pedro Lucas Machado,melinaviana@example.net,(011) 8185 9347
746.0,1919.0,1.0,360.0,1919.0,1,1,5,10,1666.0-2072.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,59828838249,,Sra. Helena Rezende,nicolerezende@example.com,(084) 6633-4807
748.0,1924.0,2.0,460.0,1924.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,70229776230,,Srta. Olívia Machado,pereiradiogo@example.org,+55 81 7659 5048
750.0,1924.0,1.0,150.0,1924.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,04097621807,,Arthur Gabriel da Rocha,rviana@example.org,(031) 2206 9888
751.0,1923.0,1.0,400.0,1923.0,1,1,6,10,1666.0-2072.0,1.0-2.0,380.0-450.0,1696.0-2072.0,Inativos,65971469215,,Anthony Gabriel Cassiano,sampaioravi-lucca@example.org,81 7109-4931
753.0,1627.0,2.0,320.0,1923.0,2,1,5,10,1415.0-1666.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,07417276253,,Júlia Pereira,jsouza@example.com,71 1852 2335
755.0,1923.0,2.0,480.0,1923.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,74723812253,,Alexia Farias,rhavirodrigues@example.org,+55 (084) 2755-1284
756.0,1921.0,1.0,230.0,1921.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,94730750225,,Maria Júlia Nascimento,maria-florfogaca@example.org,(021) 1494-8683
759.0,1920.0,2.0,300.0,1921.0,1,1,4,10,1666.0-2072.0,1.0-2.0,270.0-310.0,1696.0-2072.0,Inativos,04665812209,,Ester Vargas,gael51@example.com,+55 21 5689-4724
760.0,1921.0,1.0,160.0,1921.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,01631878271,,Thiago Pereira,enzo-gabrieljesus@example.com,(041) 5199 8917
761.0,1920.0,1.0,210.0,1920.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,51275112234,,Dr. Thales da Cunha,joaquimalves@example.org,41 3819 8851
762.0,1919.0,1.0,300.0,1919.0,1,1,4,10,1666.0-2072.0,1.0-2.0,270.0-310.0,1696.0-2072.0,Inativos,63074800259,,Yan Camargo,kguerra@example.com,+55 61 3065-6616
763.0,1919.0,1.0,220.0,1919.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,77383095200,,Benicio Araújo,apollodias@example.com,+55 (041) 3964 0344
764.0,1918.0,1.0,290.0,1918.0,1,1,4,10,1666.0-2072.0,1.0-2.0,270.0-310.0,1696.0-2072.0,Inativos,39531561877,,Joana Aparecida,kcassiano@example.org,+55 21 8274 9482
767.0,1766.0,2.0,640.0,1919.0,1,1,8,10,1666.0-2072.0,1.0-2.0,580.0-750.0,1696.0-2072.0,Inativos,89640039268,,Yasmin Câmara,hfarias@example.com,+55 (061) 8331-8748
768.0,1895.0,2.0,240.0,1919.0,1,1,3,10,1666.0-2072.0,1.0-2.0,230.0-270.0,1696.0-2072.0,Inativos,81089708220,,Josué Dias,moreirasophia@example.com,+55 (051) 5136-9561
769.0,1918.0,1.0,200.0,1918.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,23022574215,,Pedro Henrique Mendonça,avieira@example.com,+55 11 2190-4404
770.0,754.0,2.0,1350.0,1918.0,7,1,10,10,572.6-812.0,1.0-2.0,1155.0-15000.0,1696.0-2072.0,Inativos,65424450210,,Bryan Campos,fduarte@example.com,+55 41 3275 1965
771.0,1905.0,1.0,380.0,1905.0,1,1,5,10,1666.0-2072.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,71576959287,,Rebeca Vargas,nogueiraguilherme@example.org,84 2462 1695
772.0,69.0,4.0,2743.0,1917.0,10,2,10,10,0.0-201.0,2.0-23.0,1155.0-15000.0,1696.0-2072.0,Campeões,64227332249,,Amanda Machado,costajoana@example.org,71 7297-8802
773.0,1917.0,1.0,200.0,1917.0,1,1,2,10,1666.0-2072.0,1.0-2.0,180.0-230.0,1696.0-2072.0,Inativos,00865760209,,Arthur Gabriel da Paz,laviniaandrade@example.com,(071) 5553-4025
775.0,1916.0,1.0,150.0,1916.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,01560757256,,Thiago Azevedo,anna-lizgoncalves@example.com,51 4580 6820
777.0,1914.0,1.0,250.0,1914.0,1,1,3,10,1666.0-2072.0,1.0-2.0,230.0-270.0,1696.0-2072.0,Inativos,68348142215,,Emanuel Albuquerque,ogomes@example.com,21 9945 9522
778.0,1914.0,1.0,800.0,1914.0,1,1,9,10,1666.0-2072.0,1.0-2.0,750.0-1155.0,1696.0-2072.0,Inativos,68429673253,,Oliver Ramos,borgesvitor-hugo@example.org,0300 887 4801
779.0,1911.0,1.0,120.0,1911.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,14246708291,,Levi Marques,hellenamacedo@example.net,+55 (041) 9318 6830
780.0,1517.0,3.0,1080.0,1912.0,2,2,9,10,1415.0-1666.0,2.0-23.0,750.0-1155.0,1696.0-2072.0,Inativos,93670800263,,Sra. Isis Sampaio,ceciliada-luz@example.net,+55 (081) 6763-2340
781.0,891.0,3.0,1825.0,1266.0,6,2,10,7,812.0-995.0,2.0-23.0,1155.0-15000.0,1179.4-1321.4,Inativos,06972094747,,Ana Sophia da Rosa,rda-cruz@example.net,81 9369 7778
782.0,1911.0,1.0,160.0,1911.0,1,1,1,10,1666.0-2072.0,1.0-2.0,0.0-180.0,1696.0-2072.0,Inativos,88939910559,,Ana Clara Silva,maria-juliagarcia@example.com,(061) 8075 2676
783.0,1909.0,1.0,450.0,1909.0,1,1,6,10,1666.0-2072.0,1.0-2.0,380.0-450.0,1696.0-2072.0,Inativos,03055048270,,José Pedro Pires,zoe48@example.org,(041) 9304 3309
784.0,1835.0,2.0,550.0,1910.0,1,1,7,10,1666.0-2072.0,1.0-2.0,450.0-580.0,1696.0-2072.0,Inativos,85271667200,,Ana Liz Freitas,vianamaria-eduarda@example.com,0900-356-2008
785.0,1538.0,2.0,370.0,1910.0,2,1,5,10,1415.0-1666.0,1.0-2.0,310.0-380.0,1696.0-2072.0,Inativos,60623640287,,Maria Cecília da Rocha,wpimenta@example.net,+55 81 3676-4436
